"","Sighted","Reported","Location","Shape","Duration"
"51363",20080928,20081009,"Selborne (Hampshire) (UK/England),","light","About 45 Minutes"
"12192",19990820,20010624,"Barstow, CA","changing","5 minutes"
"57551",20091105,20091106,"Fort Walton Beach, FL","triangle","15 seconds"
"31013",19850715,20050224,"Trumbull, CT","unknown","5-8 mins"
"24203",20031221,20031221,"Kissimmee, FL","light","2 Minutes"
"24741",19850618,20040318,"Cottage Grove, OR","sphere","10 sec.s"
"16129",20020523,20020524,"Newburyport, MA","teardrop","5 min"
"46242",20071214,20071214,"Breinigsville, PA","fireball","5 seconds"
"24146",20020315,20040210,"Gallup, NM","light","5 minutes"
"58970",20100405,20100410,"Highway 85 (southbound), AZ","diamond","3 minutes"
"53582",20090327,20090328,"Las Vegas, NV","formation","10 seconds"
"3459",0,19981207,"((deleted)), VA","circle","25 minutes"
"34490",19731115,20051021,"Colbert Heights, AL","disk","5 minutes"
"34919",19670805,20051021,"Fort Smith, AR","chevron","30 seconds"
"54868",20090623,20090625,"Vaughn, NM","triangle","10 sec."
"13370",20010903,20010906,"Taif (30 km west from) (Saudi Arabia),","unknown","3-5 minutes"
"26302",20040620,20040621,"Seattle, WA","unknown","90 seconds"
"37678",20060423,20060423,"Ogden, UT","light","3 to 4 min"
"35100",20051019,20051020,"Marlboro, MA","circle","20minutes"
"5861",19940425,19990920,"Pascagoula (approximate), MS","flash","2 seconds"
"3688",19990307,19990325,"Arab, AL","light","45 minutes"
"31591",20050514,20050514,"Fort Collins, CO","other","about 1min"
"43013",20050910,20070707,"LeRoy, KS","triangle","5 min"
"18007",20000820,20021114,"Middletown, NY","other","5minutes"
"2489",19980129,19980129,"Scranton, KS","fireball","30-45 seconds"
"20937",20030730,20030806,"Birmingham, AL","rectangle","1 minute"
"46787",20080115,20080214,"San Bernardino, CA","circle","30 days"
"19078",20030105,20030116,"Plain Dealing, LA","light","54 min"
"43459",20070617,20070617,"Kansas City, KS","other","1 hour"
"45172",20071121,20071121,"Carmichael, CA","flash","2hrs at least"
"3341",19890703,19980812,"Lawrence, KS","chevron","60 seconds"
"48216",20080403,20080404,"Laguna Hills, CA","rectangle","2 minutes"
"7432",19991116,20000519,"Berks County, PA","light","20 seconds"
"5554",19990913,19990919,"Newburyport, MA","oval","5 min."
"47903",20080306,20080306,"Belmont, MA","fireball","seconds"
"3979",19970801,19981211,"Hurricane, UT","light","2 secs"
"48993",19501212,20080523,"Half Moon Bay, CA","other","10 minutes"
"47195",20080121,20080121,"Nottingham (UK/England),","diamond","4 mins"
"30694",20050303,20050304,"Phoenix, AZ","light","20 minutes"
"11468",20010404,20010405,"Westville, IN","diamond","30 seconds"
"55579",20090724,20090726,"San Marcos, TX","triangle","1.5 - 2 minutes"
"23783",20031204,20031206,"Deming, NM","other","30-45 minutes"
"57832",20090924,20091130,"Cambridge, NH","formation","20 minutes"
"60059",20100711,20100710,"Shawnee, KS","unknown","2 minutes"
"47482",20080404,20080404,"Durand, MI","light","45min"
"33773",20041027,20050913,"Rochester, NY","chevron","1min."
"18480",20021111,20021112,"Los Angeles Area, CA","circle","around 3 min"
"50677",20080803,20080804,"Denver, PA","light","10-15 seconds"
"9069",20000801,20000901,"Seattle, WA","light","&lt;30 seconds"
"8847",20000705,20000705,"Schnecksville, PA","oval","about 5 seconds"
"40327",20061111,20061112,"Irvine, CA","diamond","15 seconds"
"20770",20030823,20030826,"Hollywood, CA","light","20 min"
"16663",19760601,20020805,"Cossayuna, NY","unknown","15MIN."
"20270",20030709,20030713,"Sweetwater, TN","light","Approx. 1.5 hours"
"22716",20031001,20031002,"Bellevue, WA","light","8-10 seconds"
"61039",20090522,20100812,"Calgary (Canada), AB","disk","4 min"
"33053",20050827,20050828,"Lindenhurst, NY","changing","1 minute"
"36017",20060226,20060302,"Brandon, MS","light","1 hour"
"8850",20000712,20000713,"Gilbert, AZ","light","10 to 15 minutes"
"22126",20031014,20031015,"Orlando, FL","formation","15 seconds"
"5354",19990709,19990710,"Seattle, WA","light","10-14 seconds"
"14278",20020218,20020221,"Sioux Falls, SD","triangle","30 seconds"
"12734",19820915,20010628,"Janesville, WI","rectangle","20minutes+"
"47845",20080303,20080304,"Seattle, WA","light","10 minutes"
"2271",19910601,19980127,"Troy, MI","disk","10min"
"35710",20060108,20060116,"Palm Springs, CA","rectangle","22 seconds"
"21329",20030814,20030902,"Roosevelt, NY","formation","3-5 min."
"31871",20030717,20050626,"Cambridge Springs, PA","other","5 sec."
"17426",20021029,20021030,"Chandler, AZ","diamond","10 to 15 secs"
"41566",20070222,20070226,"Juneau, WI","unknown","10 sec."
"48024",20080310,20080310,"Hampton, VA","sphere","2 Minutes"
"23377",20021225,20031212,"Oro Valley, AZ","light","2 minutes 30 seconds"
"17570",20020912,20020913,"Pullman, WA","light","30min"
"21104",20030725,20030726,"Philadelphia, PA","light","4 min"
"36103",19790601,20060309,"Griffin, GA","disk","1.5 min"
"19887",19740905,20030406,"Saskatoon (Canada), SK","triangle","2 Minutes"
"39402",20060916,20060924,"Nottingham (UK/England),","fireball","25 mins"
"54290",20090316,20090316,"Glenwood Springs, CO","formation","30 seconds"
"40617",19811120,20070128,"Broken Arrow, OK","oval","5 minutes"
"10427",19921115,20010111,"Two Rivers, WI","triangle","1992"
"9029",20000701,20000711,"Sierra Nevada Mtns (Big Five Lakes), CA","unknown","1-3 minutes"
"2899",19980929,19980930,"Wauconda, WA","fireball","2 seconds"
"17322",19990820,20021022,"Akron, MI","light","15 min."
"46932",20080202,20080202,"Carney, MD","light","2 minutes"
"33196",19801211,20050817,"Birmingham (UK/England),","other","5 minuites"
"19906",20030524,20030524,"Jackson, TN","light","unknown"
"57691",20060326,20091201,"Interstate 80/I-76;  into Colorado begins (, NE","other","3-4 min"
"53463",20090211,20090212,"Kelso, WA","light","20 sec"
"32288",20050502,20050520,"Palmdale, CA","circle","14:15: 10 MIN"
"20500",20030211,20030601,"Canberra (Australia),","formation","30 seconds"
"37327",19750714,20060506,"Camp Hansen (Okinawa, Japan),","triangle","30 seconds"
"29071",20041125,20041127,"Oklahoma City, OK","disk","4 seconds"
"57608",20100101,20091231,"Bromsgrove (UK/England),","circle","6 minutes"
"31938",19800708,20050520,"Louisville, KY","cigar","30 Minutes"
"10845",20010214,20010217,"Austin, TX","changing","30 mins"
"45606",20070930,20070930,"Gadsden, AL","changing","Still happening"
"34002",19950901,20050904,"Savannah, GA","diamond","3 minutes"
"31193",20031205,20050417,"Miami, OK","light","10-15 seconds"
"24846",20040331,20040401,"West Central, MN","unknown","approx: 5 minutes"
"31659",20050429,20050429,"Clearwater, FL","fireball","2 Minutes"
"59794",20100417,20100418,"Angola, NY","triangle","1 hour"
"18360",20030101,20030101,"Blue Springs, MO","light","1 hour 45 min."
"31041",19581115,20050225,"Greenville, RI","disk","ax. 10 min."
"45377",20071019,20071025,"Hwy 168, Bristle Cone Pine Forrest, CA","sphere","not determined"
"44323",19780928,20070805,"Chelmsford, MA","disk","6:00 PM"
"55246",20090610,20090611,"Lakewood, CA","light","2 minutes"
"12427",20010804,20010805,"Greenup, IL","rectangle","5-10 seconds"
"2798",19980630,19980630,"Rome, GA","sphere","3min"
"15610",20020623,20020626,"Woodland Hills-Canoga Park, CA","light","20 minutes"
"39009",20060908,20060914,"Hampton, NH","light","5 min"
"53401",20090115,20090116,"Conyers, GA","unknown","3 hours"
"26131",20040428,20040430,"Bakersfield, CA","light","45 minutes"
"40117",20061128,20061209,"Marble, NC","light","5 seconds"
"15634",20020525,20020628,"Kenosha, WI","light","12 mins."
"36128",19790921,20060316,"Cape Elizabeth (near; location unspecified by witness), ME","light","Two Hours"
"55775",20090726,20090726,"Plains, PA","other","10 minutes"
"59147",20100606,20100606,"Wilkes Barre, PA","sphere","30 seconds"
"23401",19970619,20031212,"Jamaica (St. Andrews parish),","other","atleats an hour"
"32456",20050703,20050705,"Toronto (Canada), ON","oval","15 seconds"
"10826",19760214,20010320,"Memphis, TN","disk","2 minutes"
"35965",20051202,20051203,"Genesee Depot, WI","cigar","approx. 2 minutes"
"36248",20060312,20060313,"Tustin, CA","other","3-4 min."
"23436",19810823,20031126,"Saratoga, NY","oval","5min"
"51811",20080922,20081124,"Port Ludlow, WA","disk","LESS THAN 5 MINUTES"
"34643",20051103,20051104,"Chicago, IL","fireball","2-3 seconds"
"58736",19771027,20100115,"Ft. Wayne, IN","disk","10 minutes"
"17334",20020928,20020928,"Key West, FL","fireball","30 seconds"
"41287",19680910,20070218,"Tontitown, AR","unknown","1-1/2 minute"
"5248",19990812,19990817,"Natal Province (S. Africa, east coast),","disk","20 mins"
"33900",20050915,20050928,"Laconia, NH","light","10 minutes"
"41835",20070116,20070218,"Woodville, AL","light","30 minutes"
"18091",19780305,20021218,"Rose Hill, NC","rectangle","5 minutes"
"10310",20001117,20001212,"Greenwich, NY","light","about 3 hours"
"39953",20061116,20061116,"Panama City, FL","light","about 40 sec"
"38732",19690630,20061010,"Kyle, TX","oval","3 minutes"
"18246",20021110,20021110,"Southfield, MI","other","5 secs?  more or less"
"47155",20080211,20080211,"Wolverhampton (UK/England),","light","1 Minute (Roughly)"
"15537",19741027,20020723,"Eastland, UT","sphere","1 hour"
"56875",20091010,20091010,"Wilmington, NC","light","10minutes"
"42130",20070520,20070520,"Denver, CO","triangle","20 Seconds"
"9357",20000915,20000916,"Berkeley, CA","disk","five minutes"
"8646",20000613,20000614,"Creaston, CA","light","15 min."
"11462",20010405,20010407,"Santee, CA","unknown","25min"
"20828",20030731,20030827,"Kelowna (Canada), BC","other","(?)"
"55659",20090821,20090821,"Simi Valley, CA","triangle","less than 30sec"
"7377",20000219,20000220,"Wilmington, OH","triangle","15-20seconds"
"41359",19670615,20070318,"Arbuckle, CA","triangle","3-4 mins."
"56199",20090813,20090814,"Warsaw, VA","circle","30 minutes +"
"55281",20090523,20090525,"Orting, WA","other","4 minutes"
"34640",20051022,20051022,"Lithia Springs, GA","sphere","30-45 min"
"6757",19991117,19991117,"Sumrall, MS","unknown","2 min"
"42037",20070206,20070211,"Point Reyes, CA","oval","1-2 minutes"
"44331",19980314,20070816,"Frankfort, IN","triangle","2 minutes"
"3423",19990319,19990319,"Weaverville, NC","other","forty seconds"
"52203",20081119,20081120,"Howell, NJ","other","hour"
"38341",20060722,20060722,"St. Louis, MO","triangle","2 minutes"
"12573",19900601,20010805,"Cannon, NY","chevron","15 minutes"
"13001",19950815,20011013,"Hampton, VA","other","3-4 secs."
"9482",19950117,20000919,"Kobe (Japan),","other","-"
"50842",20080912,20080918,"Rescue, CA","triangle","3-7 min."
"13186",20011013,20011016,"Poughkeepsie, NY","triangle","45 min"
"31398",20050409,20050409,"Amityville, NY","disk","1minute"
"40664",20070101,20061231,"Ellicott City, MD","circle","15"
"17005",20020804,20020818,"Northumberland, PA","circle","not known"
"3408",19941123,19990227,"Glendale, CA","sphere","12 seconds"
"49581",20080630,20080701,"Atlantic City/Cardiff, NJ","triangle","5 minutes"
"45355",20071006,20071007,"Woodstock, IL","triangle","3 HOURS"
"32978",20050806,20050806,"Hendersonville, NC","light","approx 1 hour 30 min"
"8318",20000606,20000606,"El Cajon, CA","sphere","30 seconds"
"48665",20080510,20080512,"Parma, OH","sphere","45 minutes"
"42962",20070626,20070731,"Gulf Shores, AL","light","15 min"
"43434",20070730,20070801,"Olso (Norway),","other","60 Seconds"
"48476",20070815,20080529,"San Jose, CA","triangle","1 min"
"36016",20050529,20060226,"Jackson, NJ","sphere","?"
"44311",20070828,20070829,"Wallingford, KY","other","1 minute"
"17137",20021005,20021006,"Vancouver, WA","fireball","6 seconds"
"37539",20060503,20060503,"Throop, PA","unknown","5 minutes"
"7461",19970815,20000419,"Bigfork, MT","sphere","3 hours"
"46989",20080218,20080218,"Kapaa, HI","light","30 seconds"
"41837",19920901,20070204,"Streamwood, IL","triangle","20-30 seconds"
"53071",20090126,20090126,"Owasso, OK","triangle","10minutes"
"9663",20000803,20001029,"Chandler, AZ","circle","2 hours"
"51768",20090104,20090105,"West Valley City, UT","egg","over an hr in a half"
"4326",19860629,19990330,"Tampa, FL","light","17 sec."
"40875",20061216,20061217,"Austin, TX","light","10 min"
"24938",20040215,20040317,"Elkader, IA","unknown","seconds"
"57576",20010920,20091128,"Middleboro, MA","rectangle","60 seconds"
"40769",20061229,20061229,"London (UK/England),","egg","15 seconds"
"46243",20080116,20080116,"Quartzsite, AZ","flash","45-60 secs"
"53986",20090424,20090425,"Mirabel (Canada), QC","unknown","15 seconds"
"48411",20080518,20080517,"Philadelphia, PA","chevron","few seconds"
"38877",20060814,20060818,"Bathgate (UK/Scotland),","triangle","2 minutes"
"28666",20040914,20040915,"Irving, TX","changing","20 minutes or more"
"2058",19980516,19980523,"Simla, CO","changing","seven sec"
"26435",20040613,20040614,"San Francisco, CA","triangle","5 to 10 minutes"
"18947",20021014,20030121,"Medford, OR","light","5 min."
"13406",20011003,20011003,"Columbia, MO","triangle","five minutes"
"58133",20100102,20100103,"Loveland, CO","cross","5 minutes"
"21807",20030905,20030909,"Chandler, AZ","triangle","1 minute"
"17048",20020909,20020910,"Huntsville, TX","other","seconds"
"31900",20050314,20050618,"Philadelphia, PA","triangle","5 minutes"
"43913",20070815,20070823,"Cary, NC","light","10 seconds"
"46650",20080130,20080202,"Cumbernauld (UK/Scotland),","sphere","5 secs"
"13966",19730615,20011210,"London (hwy 401) (Canada), ON","triangle","unknown"
"16802",20020728,20020729,"Rapid City, SD","light","appr 5 min"
"20278",20000615,20030618,"Stratford, TX","triangle","few minutes"
"1828",19970808,19970811,"Buckeye, AZ","light","2 min"
"41252",20070130,20070130,"Rockville, MD","cylinder","5 mins"
"12660",20010201,20010724,"Bowling Green, KY","fireball","5-10 minutes"
"34277",20050922,20050923,"Randolph, NH","light","45 minutes"
"28054",20040909,20040910,"Kansas City, MO","disk","1.5 Hours"
"45157",20071021,20071020,"Hereford (UK/England),","disk","15 minutes"
"11099",20000724,19050623,"Antioch, CA","disk","15mins"
"37947",20060814,20060815,"Roanoke Rapids, NC","disk","30 seconds"
"53934",20090225,20090313,"Ellensburg, WA","circle","5 seconds"
"10939",19680615,20010201,"Akron, OH","disk","3 minutes"
"39697",20060729,20061119,"Manchester, VT","light","30 minutes"
"35130",20021010,20051111,"Portland, OR","circle","2min"
"5010",19990817,19990817,"Grand Rapids, MI","light","18 minutes"
"58171",20091106,20091109,"Austin, TX","cigar","90 seconds"
"50238",20080823,20080824,"Berlin (Germany),","circle","10-15 seconds"
"25393",20040211,20040212,"Yreka, CA","other","15 seconds"
"28857",20041106,20041106,"Lakeland, FL","sphere","10 seconds"
"27949",20040824,20040824,"Belleville (Canada), ON","unknown","approx. 20 minutes"
"37946",20060705,20060723,"Tucson, AZ","light","15 minutes"
"22123",20020525,20031021,"Albuquerque, NM","circle","45 min."
"46385",20080115,20080116,"Hamilton, TX","light","20 Minutes"
"21609",19670901,20030911,"North Royalton, OH","disk","10 min."
"19181",19770210,20030214,"Rio de Janeiro (Brazil),","triangle","1 minute"
"58639",20091101,20100222,"Cardiff (UK/Wales),","circle","On Going"
"58366",20091115,20100111,"Delta, OH","light","30 minutes"
"16530",20020813,20020813,"Pleasanton, CA","circle","15 seconds"
"53067",20090204,20090203,"Glenolden, PA","oval","Several Seconds"
"45484",20071104,20071104,"Salem, OR","cylinder","7 minutes"
"28583",20041001,20041002,"Tucson, AZ","unknown","Less than 1 sec."
"39726",20031108,20061204,"Maluhia (Maui), HI","other","several minutes"
"32913",20040704,20050721,"Canyon Country, CA","disk","1 hour"
"44782",19990111,20071019,"Lebanon, OR","cylinder","2 min"
"52205",20081123,20081123,"Duvall, WA","triangle","5 minutes"
"55693",20090725,20090725,"Wildwood Crest, NJ","triangle","5-8 seconds"
"8055",19921201,20000521,"Tromsoe (Norway),","light","8 sec"
"17584",20020913,20020915,"London (UK/England),","changing","20 mins"
"26682",20040605,20040607,"Lake Alpine, CA","other","20 seconds"
"58039",20060715,20091027,"Whitefish, MT","chevron","45 minutes"
"31683",20050409,20050410,"Orange, CT","oval","5 minutes"
"26436",20040622,20040629,"Toronto (Canada), ON","other","15 seconds"
"38213",20060606,20060624,"Key Largo, FL","formation","1 hour+"
"31670",20020915,20050408,"Armstrong (Canada), ON","formation","5 seconds"
"59416",19730712,20100426,"Norwalk, CT","cigar","15 min"
"16988",19940715,20020816,"Aventura, FL","egg","1-2 minutes"
"39231",20041116,20061017,"Newport, RI","triangle","4 min"
"23515",20031213,20031213,"Burnham-on-Crouch (UK/England),","other","4 seconds"
"17064",20020806,20020809,"Riverside, CA","changing","7 seconds"
"22757",20031016,20031017,"Opp, AL","formation","two nights straight"
"33772",20030815,20051013,"Kalamazoo, MI","other","20 sec"
"56985",20091022,20091022,"Houston, TX","other","10 min"
"8946",20000808,20000809,"Shorewood, MN","sphere","5 minutes"
"20269",20030704,20030707,"Tioga Pass, CA","oval","One minute"
"7990",20000504,20000504,"Houston, TX","triangle","8 minutes"
"14930",20020309,20020311,"Glenwood, NM","flash","3 min"
"37086",20060426,20060428,"Mineola, TX","other","1 hour"
"12890",20010812,20010813,"Coeur D&apos;Alene, ID","light","00:06"
"15921",20020618,20020706,"Cedar Rapids, IA","formation","1 minute"
"56951",20091014,20091014,"Honolulu, HI","circle","5 Minute"
"43673",20070620,20070701,"Temperley (Argentina),","sphere","3 seconds"
"11939",20010503,20010510,"Greenville, PA","disk","10- 15 sec."
"23884",19951014,20040208,"Belmont, MI","triangle","30 minutes"
"2452",19980528,19980528,"Davie, FL","flash","1-2 seconds"
